Cod partener,Nr.contract,Adresa partener,Contract start,Stare,Contract end,Cod produs,Tip produs,UM,Valuta,Pret contractat,Pret mediu factura,Cantitate facturat total
34930571,1727,"…. - STAIF, MATEI CORVIN, TIMISOARA",27-Oct-2017,Valid,31.10.2020,SGF_2V1_1990,Marfa,KG,EUR,31.36,24,47
42784493,2175,"…. - O, B-DUL MIHAI VITEAZUL, ZALAU",22-Feb-2021,Valid,29.02.2024,SGF_2V1_1990,Marfa,KG,EUR,19.01,16.3,137
41931618,2073,"…. -  VILA PRESIDENT, COPOSU, ZALAU",10-Feb-2020,Valid,09.02.2023,SGF_2V1_1990,Marfa,KG,EUR,19.01,13.3,101
34351120,2424,"…. - , ALEEA STUDENTILOR, TIMISOARA",21-Sep-2023,Draft,19.09.2026,SGF_200.002.017,Marfa,KG,EUR,20,21.44,28
27741790,453,"…. - ABIA, B-DUL BASARABIA, SECTOR1",19-Jan-2011,Valid,20.12.2013,SGF_288,Marfa,KG,EUR,32.61,21.2,60
27741790,760,"…. - ABIA, B-DUL BASARABIA, SECTOR1",6-Feb-2013,Valid,10.01.2016,SGF_288,Marfa,KG,EUR,32.61,21.2,60
27741790,908,"…. - ABIA, B-DUL BASARABIA, SECTOR1",18-Dec-2013,Valid,20.11.2016,SGF_288,Marfa,KG,EUR,32.61,21.2,60
37316879,1631,"…. - IZZERIE, Str. GANEA, SATU MARE",19-Jun-2017,Valid,19.06.2020,SGF_286_7515,Marfa,KG,EUR,28,24,5
32739428,1094,"…. -  ROBERTO, MIHAI VITEAZU, ZALAU",13-Feb-2015,Valid,20.02.2018,SGF_288,Marfa,KG,EUR,32.61,24.15,254
36199606,1413,"…. - RI VERZI, 23 AUGUST, TARGU JIU",1-Jul-2016,Valid,09.07.2019,SGF_288,Marfa,KG,EUR,31.36,20.78,112
44840069,2366,"…. - RIUM KIDS, UNIRII, CLUJ NAPOCA",9-Nov-2022,Draft,09.11.2025,SGF_288,Marfa,KG,EUR,28.5,29.32,7
34310502,1715,"…. -  ONE SRL - PLAYERS, TIUR, BLAJ",18-Oct-2017,Valid,19.10.2020,SGF_2V1_1990,Marfa,KG,EUR,26.34,16.01,7
41265528,1998,"…. -  BREAK, ALEEA ZORILOR, SUCEAVA",2-Jul-2019,Valid,09.07.2022,SGF_200.002.017,Marfa,KG,EUR,23.52,21,31
14268225,1457,"…. - ANA LUI STECHIL, POIANA BRASOV",14-Sep-2016,Valid,21.09.2016,SGF_288,Marfa,KG,EUR,31.36,24,11
16340696,1307,"…. -   PE MALUL LACULUI CIRIC, IASI",9-Mar-2016,Valid,09.03.2019,SGF_288,Marfa,KG,EUR,32.61,23.51,68
34988840,1230,"…. - OQUE, MIHAI EMINESCU, BISTRITA",2-Oct-2015,Valid,30.09.2018,SGF_288,Marfa,KG,EUR,31.36,24,6
34988840,1278,"…. - OQUE, MIHAI EMINESCU, BISTRITA",12-Jan-2016,Valid,31.12.2099,SGF_29P,Marfa,Cut,EUR,54.98,44.13,3
33940992,1465,"…. -  BARGAULUI, BISTRITA BARGAULUI",21-Sep-2016,Valid,30.09.2019,SGF_286_7515,Marfa,KG,EUR,28,24,62
35873393,2464,"…. - - POLIZU, CONAC POLIZU, DELENI",21-Nov-2023,Valid,19.11.2026,SGF_200.002.017,Marfa,KG,EUR,16,17,24
18803312,2075,"…. - AT FALCAU COM BRODINA, BRODINA",13-Feb-2020,Valid,12.02.2023,SGF_2V1_1990,Marfa,KG,EUR,17.56,14,2
23844971,1065,"…. -  BIROU, SOMESULUI, CLUJ-NAPOCA",5-Dec-2014,Valid,10.12.2017,SGF_29P,Marfa,Cut,EUR,54.98,39.71,41
26173358,1004,"…. -  - BAROK, PIEZISA, CLUJ-NAPOCA",18-Sep-2014,Valid,20.09.2017,SGF_288,Marfa,KG,EUR,32.61,24.46,17
764520,1974,"…. - STILOR, SAT SUCEVITA, SUCEVITA",24-Apr-2019,Valid,30.04.2022,SGF_2V1_1990,Marfa,KG,EUR,18.82,15,36
37643234,1925,"…. - - SEDIU CENTRAL, VIILOR, HATEG",25-Jan-2019,Valid,30.11.2023,SGF_2V1_1990,Marfa,KG,EUR,23.21,19.17,138
37643234,1925,"…. - - SEDIU CENTRAL, VIILOR, HATEG",25-Jan-2019,Valid,30.11.2023,SGF_288,Marfa,KG,EUR,26.88,28.01,297
32504707,1173,"…. - ARNESTI, PLAIUL FOII, ZARNESTI",3-Jul-2015,Valid,09.07.2017,SGF_29P,Marfa,Cut,EUR,54.98,39.08,77
32504707,1948,"…. - ARNESTI, PLAIUL FOII, ZARNESTI",20-Mar-2019,Valid,19.03.2022,SGF_254,Marfa,KG,EUR,36.38,28.68,74
156043,939,"…. - OR, NR. 27-29, CURTEA DE ARGES",22-Apr-2014,Valid,23.11.2019,SGF_288,Marfa,KG,EUR,32.61,23.33,922
41136590,2057,"…. - SPRING, STEFAN CEL MARE, ROMAN",16-Dec-2019,Valid,15.12.2022,SGF_254,Marfa,KG,EUR,32.61,26,12
38501599,1985,"…. - MPLEX TUDOR VLADIMIRESCU, IASI",15-May-2019,Valid,19.05.2022,SGF_288,Marfa,KG,EUR,32.61,25.73,48
35843074,1418,"…. -  STORE, TARGUSOR - COPOU, IASI",6-Jul-2016,Valid,05.10.2016,SGF_200.002.017,Marfa,KG,EUR,23.52,18.32,185
29880221,2379,"…. - NSTANTIN BRANCUSI, CLUJ NAPOCA",4-Jan-2023,Draft,31.12.2025,SGF_29P,Marfa,Cut,EUR,54.98,54.98,1
29880221,2379,"…. - NSTANTIN BRANCUSI, CLUJ NAPOCA",4-Jan-2023,Draft,31.12.2025,SGF_29L,Marfa,Cut,EUR,20.29,20.29,3
29880221,2379,"…. - NSTANTIN BRANCUSI, CLUJ NAPOCA",4-Jan-2023,Draft,31.12.2025,SGF_29N,Marfa,Cut,EUR,20.29,20.29,4
29880221,2379,"…. - NSTANTIN BRANCUSI, CLUJ NAPOCA",4-Jan-2023,Draft,31.12.2025,SGF_29M,Marfa,Cut,EUR,20.29,20.29,3
25221821,1719,"…. - UCRU, SIMION BARNUTIU, FILIASI",20-Oct-2017,Valid,19.10.2019,SGF_288,Marfa,KG,EUR,31.36,21.72,63
25221821,1830,"…. - HITE, SIMION BARNUTIU, FILIASI",27-Mar-2018,Valid,30.03.2021,SGF_288,Marfa,KG,EUR,31.36,24,10
30553932,1213,"…. - ONSTANTIN BRANCUS, CLUJ NAPOCA",1-Sep-2015,Valid,01.09.2018,SGF_269_1100,Marfa,KG,EUR,33.24,23.48,256
36296501,1924,"…. - CAFE, NICOLAE BALCESCU, BRASOV",21-Jan-2019,Valid,01.01.2023,SGF_254,Marfa,KG,EUR,25,24.26,205
4321682,767,"…. - RAL, STR. GEN. AVERESCU, BUZAU",10-Dec-2012,Valid,10.12.2015,SGF_288,Marfa,KG,EUR,33.87,24.95,2
1047966,1844,"…. - URA DUNARII - DN67, BELOBRESCA",24-Apr-2018,Valid,31.01.2021,SGF_29P,Marfa,Cut,EUR,54.98,48.57,93
1047966,1844,"…. - URA DUNARII - DN67, BELOBRESCA",24-Apr-2018,Valid,31.01.2021,SGF_288,Marfa,KG,EUR,31.36,24.01,53
1205578,1905,"…. - TRAL,  LIBERTATII, TARGU MURES",12-Oct-2018,Valid,09.10.2021,SGF_288,Marfa,KG,EUR,33.87,26.23,150
37082352,1577,"…. - NCT DE LUCRU, N.BALCESCU, BALS",18-Apr-2017,Valid,09.04.2020,SGF_254,Marfa,KG,EUR,33.87,25.45,47
3259256,2016,"…. - RILOR, PANDURILOR, TARGU MURES",2-Aug-2019,Valid,31.07.2022,BC_ES65ESPRESSA,Marfa,KG,EUR,35.12,28,9
31087865,1014,"…. - RL - SEDIU CENTRAL, -, MARGINA",3-Oct-2014,Valid,10.10.2017,SGF_29P,Marfa,Cut,EUR,65.19,32.79,3
31604244,1469,"…. - LA 478/1, PARCELA A1, SLOBOZIA",26-Sep-2016,Valid,19.09.2019,SGF_288,Marfa,KG,EUR,31.36,24,5
34381627,1540,"…. - I 15, VASILE PARVAN, TIMISOARA",23-Feb-2017,Valid,09.03.2021,BC_ES65ESPRESSA,Marfa,KG,EUR,32.61,25.21,461
34381627,1540,"…. - I 15, VASILE PARVAN, TIMISOARA",23-Feb-2017,Valid,09.03.2021,SGF_254,Marfa,KG,EUR,33.87,26.33,183
34381627,1540,"…. - I 15, VASILE PARVAN, TIMISOARA",23-Feb-2017,Valid,09.03.2021,SGF_288,Marfa,KG,EUR,31.36,21.63,71
17925800,787,"…. - . VASILE ALECSANDRI, TIMISOARA",8-Apr-2013,Valid,10.03.2018,SGF_269_1100,Marfa,KG,EUR,35.12,23.84,344
26611652,1054,"…. - CK SHEEP, PIEZISA, CLUJ NAPOCA",25-Nov-2014,Valid,01.12.2017,SGF_288,Marfa,KG,EUR,32.61,21.78,34
34260889,1102,"…. - FE, CALEA NATIOANALA, BOTOSANI",24-Mar-2015,Valid,31.03.2018,SGF_269_1100,Marfa,KG,EUR,35.12,23.35,74
34260889,1102,"…. - FE, CALEA NATIOANALA, BOTOSANI",24-Mar-2015,Valid,31.03.2018,SGF_288,Marfa,KG,EUR,33.87,22.28,133
44350679,2208,"…. - N SRL - FUMEZI.COM, ARCU, IASI",16-Jul-2021,Valid,18.07.2024,SGF_269_1100,Marfa,KG,EUR,30.11,24.79,11
34399705,1332.1,"…. - c cheile butii, CAMPU LUI NEAG",6-Apr-2016,Valid,09.03.2019,SGF_2V1_1990,Marfa,KG,EUR,21.32,14.24,868
34399705,1971,"…. - c cheile butii, CAMPU LUI NEAG",22-Apr-2019,Valid,30.04.2022,SGF_2V1_1990,Marfa,KG,EUR,21.32,14.24,868
34399705,1971.1,"…. - CONSTANTIN BRANCUSI, TARGU JIU",22-Apr-2019,Valid,03.04.2022,SGF_288,Marfa,KG,EUR,33.87,21.65,476
34399705,1971.2,"…. -  DOMNESC, VICTORIEI, TARGU JIU",22-Apr-2019,Valid,30.04.2022,SGF_288,Marfa,KG,EUR,33.87,21.05,567
21723825,1341,"…. - ia, Bulevardul Unirii, FOCSANI",14-Apr-2016,Valid,19.04.2019,SGF_28X_7510,Marfa,KG,EUR,36.38,26.89,152
21723825,1341E,"…. - ia, Bulevardul Unirii, FOCSANI",23-May-2016,Valid,19.04.2019,ISA_9001030073014,"Echipamente tehnologice (masini, utilaje si instalatii de lucru)",BUC,EUR,"2,554.30","2,536.94",1
33126359,1910,"…. - L - QUARTZ LOUNGE, PALAS, IASI",29-Oct-2018,Valid,28.10.2023,SGF_269_1100,Marfa,KG,EUR,37.63,29.53,942
33126359,1910.1,"…. - IONS SRL - TERASA, PALAS, IASI",1-Apr-2019,Valid,30.09.2023,SGF_269_1100,Marfa,KG,EUR,37.63,28.86,68
33126359,1910.2,"…. - UTIONS SRL - PARC, PALAS, IASI",1-Apr-2019,Valid,30.09.2023,SGF_29P,Marfa,Cut,EUR,41.89,32,47
33126359,1910.2,"…. - UTIONS SRL - PARC, PALAS, IASI",1-Apr-2019,Valid,30.09.2023,SGF_902,Marfa,SET,EUR,4.5,4.67,87
33126359,1910.2,"…. - UTIONS SRL - PARC, PALAS, IASI",1-Apr-2019,Valid,30.09.2023,SGF_Z100,Marfa,SET,EUR,1.04,0.99,132
33850938,1287,"…. -  MONZA, TONY BULANDRA, SECTOR2",29-Jan-2016,Valid,30.09.2016,SGF_288,Marfa,KG,EUR,32.61,25,100
31990455,859,"…. - Sediu, STR. POPA RUSU, SECTOR1",1-Aug-2013,Valid,20.07.2016,SGF_288,Marfa,KG,EUR,35.12,25.14,14
33425750,1012,"…. - Divizia 9 Cavalerie, TIMISOARA",15-Sep-2014,Valid,20.09.2017,SGF_288,Marfa,KG,EUR,33.87,23.18,603
33425750,1229,"…. - EMAN, CALEA SAGULUI, TIMISOARA",2-Oct-2015,Valid,09.10.2018,SGF_288,Marfa,KG,EUR,33.87,23.56,431
33425750,1229.1,"…. - Divizia 9 Cavalerie, TIMISOARA",3-Nov-2017,Valid,31.10.2020,SGF_288,Marfa,KG,EUR,33.87,23.18,603
33425750,2410,"…. - EMAN, CALEA SAGULUI, TIMISOARA",30-May-2023,Draft,31.05.2026,SGF_288,Marfa,KG,EUR,33.87,23.56,431
33425750,2410.1,"…. - Divizia 9 Cavalerie, TIMISOARA",30-May-2023,Draft,31.05.2026,SGF_288,Marfa,KG,EUR,33.87,23.18,603
10300285,749,"…. - L - BENZINARIE, BISTRITEI, DEJ",29-Jan-2013,Valid,01.01.2016,SGF_288,Marfa,KG,EUR,31.36,21.69,"4,252.00"
10300285,1314,"…. - L - BENZINARIE, BISTRITEI, DEJ",17-Mar-2016,Valid,20.03.2023,SGF_2V1_1990,Marfa,KG,EUR,21.32,17,293
10300285,1314,"…. - L - BENZINARIE, BISTRITEI, DEJ",17-Mar-2016,Valid,20.03.2023,SGF_269_1100,Marfa,KG,EUR,29,24.87,"2,205.00"
10300285,1314,"…. - L - BENZINARIE, BISTRITEI, DEJ",17-Mar-2016,Valid,20.03.2023,SGF_288,Marfa,KG,EUR,26.88,21.69,"4,252.00"
10300285,1314,"…. - L - BENZINARIE, BISTRITEI, DEJ",17-Mar-2016,Valid,20.03.2023,LSM_202033,Obiecte inventar,BUC,EUR,71,402.01,1
28144162,743,"…. - L, ALEEA BAISOARA, CLUJ-NAPOCA",13-Dec-2012,Valid,20.12.2015,SGF_288,Marfa,KG,EUR,32.61,19.66,168
28144162,1218,"…. - FEE, DOROBANTILOR, CLUJ NAPOCA",10-Sep-2015,Valid,10.09.2017,SGF_2V1_1990,Marfa,KG,EUR,18.82,13.99,340
28144162,1218,"…. - FEE, DOROBANTILOR, CLUJ NAPOCA",10-Sep-2015,Valid,10.09.2017,LSM_202033,Obiecte inventar,BUC,EUR,72,72,1
28144162,1218,"…. - FEE, DOROBANTILOR, CLUJ NAPOCA",10-Sep-2015,Valid,10.09.2017,LSM_207226230I,"Echipamente tehnologice (masini, utilaje si instalatii de lucru)",BUC,EUR,473,473,1
28144162,1218,"…. - FEE, DOROBANTILOR, CLUJ NAPOCA",10-Sep-2015,Valid,10.09.2017,YYY_AC17_OID,Obiecte inventar,BUC,EUR,0,163.92,1
28144162,1775,"…. - FEE, DOROBANTILOR, CLUJ NAPOCA",8-Jan-2018,Valid,09.01.2020,SGF_200.002.017,Marfa,KG,EUR,19.04,15.34,894
28144162,2116,"…. - FEE, DOROBANTILOR, CLUJ NAPOCA",30-Jun-2020,Valid,30.06.2023,SGF_200.002.017,Marfa,KG,EUR,16.32,15.34,894
35800855,1784,"…. - FE & PLAY, BRANDUSA, SATU MARE",29-Jan-2018,Valid,28.02.2023,SGF_200.002.017,Marfa,KG,EUR,17.92,21.55,126
14700772,1180,"…. -  NASU CONASU, HASDEU, PLOIESTI",9-Jul-2015,Valid,08.07.2018,SGF_286_7515,Marfa,KG,EUR,26.88,22.92,24
16862088,1811,"…. -  CENTRAL, 24 IANUARIE, FILIASI",7-Mar-2018,Valid,01.03.2021,SGF_47L_1520,Marfa,KG,EUR,13,12.88,81
30526644,1986,"…. - RAL, PETRU RARES, TARGU FRUMOS",18-May-2019,Valid,19.05.2022,SGF_29P,Marfa,Cut,EUR,52.36,41.49,10
33835490,1250,"…. - MILANO, B-DUL REVOLUTIEI, ARAD",9-Nov-2015,Valid,09.11.2018,SGF_269_1100,Marfa,KG,EUR,33.87,24.14,120
37632812,1646,"…. - FE, B-dul SANATATII, SATU MARE",30-Jun-2017,Valid,30.06.2020,SGF_286_7515,Marfa,KG,EUR,25.76,17.79,94
37632812,1796,"…. - FE, B-dul SANATATII, SATU MARE",9-Feb-2018,Valid,04.02.2023,SGF_2V1_1990,Marfa,KG,EUR,23.83,17.1,107
37632812,1796,"…. - FE, B-dul SANATATII, SATU MARE",9-Feb-2018,Valid,04.02.2023,SGF_200.002.017,Marfa,KG,EUR,19.04,15.5,12
2898227,2082,"…. -  PRIMARIEI, 1 DECEMBRIE, TURDA",24-Feb-2020,Valid,28.02.2023,SGF_29P,Marfa,Cut,EUR,54.98,46.51,8
2898227,2082,"…. -  PRIMARIEI, 1 DECEMBRIE, TURDA",24-Feb-2020,Valid,28.02.2023,SGF_358,Marfa,Cut,EUR,18.15,18.15,1
2898227,2082,"…. -  PRIMARIEI, 1 DECEMBRIE, TURDA",24-Feb-2020,Valid,28.02.2023,SGF_29L,Marfa,Cut,EUR,20.29,15.5,5
2898227,2082,"…. -  PRIMARIEI, 1 DECEMBRIE, TURDA",24-Feb-2020,Valid,28.02.2023,SGF_29N,Marfa,Cut,EUR,20.29,15.5,1
2898227,2082,"…. -  PRIMARIEI, 1 DECEMBRIE, TURDA",24-Feb-2020,Valid,28.02.2023,SGF_29M,Marfa,Cut,EUR,20.29,15.5,4
29724931,1392,"…. - Y'S PUB, LECA MORARIU, SUCEAVA",3-Jun-2016,Valid,09.06.2019,SGF_288,Marfa,KG,EUR,32.61,20.45,764
5929450,482,"…. - STR.ION BUDAI DELEANU NR, ARAD",9-May-2011,Valid,09.11.2017,SGF_269_1100,Marfa,KG,EUR,32.61,24,1
5929450,1087,"…. - STR.ION BUDAI DELEANU NR, ARAD",2-Feb-2015,Valid,20.03.2018,SGF_288,Marfa,KG,EUR,32.61,24.02,20
5929450,1087,"…. - STR.ION BUDAI DELEANU NR, ARAD",2-Feb-2015,Valid,20.03.2018,LSM_202033,Obiecte inventar,BUC,EUR,101,70.99,1
42237321,2272,"…. - FITI CAFE, PANTELIMON, SECTOR2",12-Apr-2022,Draft,11.04.2025,SGF_2V1_1990,Marfa,KG,EUR,24.64,22,1
18076990,1100,"…. - MPANY SRL, -DRUBETA, TIMISOARA",11-Mar-2015,Valid,20.04.2018,SGF_288,Marfa,KG,EUR,32.61,21.88,8
31508093,1406,"…. - TAN GRIGORE IGNAT, CLUJ NAPOCA",21-Jun-2016,Valid,30.06.2019,SGF_28X_7510,Marfa,KG,EUR,36.38,24.44,63
29168275,604,"…. - L, STR. ADY ENDRE, CLUJ-NAPOCA",21-Feb-2012,Valid,01.02.2015,SGF_286_7515,Marfa,KG,EUR,25.76,21.58,42
30647093,1670,"…. - LATO 1, ATRIUM PALAS A5G, IASI",21-Aug-2017,Valid,31.08.2020,SGF_29P,Marfa,Cut,EUR,64.14,44.26,39
30647093,1670.1,"…. - TI GELATO 2, PALAS C3G-1, IASI",21-Aug-2017,Valid,31.08.2020,SGF_29P,Marfa,Cut,EUR,64.14,41.98,2
30647093,1670.2,"…. - I GELATO 3, PALAS 1E - 3, IASI",21-Aug-2017,Valid,31.08.2020,SGF_29P,Marfa,Cut,EUR,64.14,45.36,18
30647093,1670.3,"…. - L SOCOLA - PARC PODU ROS, IASI",21-Aug-2017,Valid,31.08.2020,SGF_29P,Marfa,Cut,EUR,64.14,43.47,3
38180545,1939,"…. -  CENTRAL, BUJORILOR, TIMISOARA",5-Mar-2019,Draft,19.03.2021,SGF_29P,Marfa,Cut,EUR,51.05,41.11,51
38180545,1939,"…. -  CENTRAL, BUJORILOR, TIMISOARA",5-Mar-2019,Draft,19.03.2021,SGF_358,Marfa,Cut,EUR,16.5,19,1
36089948,1578,"…. -  BD. 21 DECEMBRIE, CLUJ NAPOCA",19-Apr-2017,Valid,31.12.2023,BC_ES65ESPRESSA,Marfa,KG,EUR,30.11,22.51,335.5
36089948,1578,"…. -  BD. 21 DECEMBRIE, CLUJ NAPOCA",19-Apr-2017,Valid,31.12.2023,SGF_29P,Marfa,Cut,EUR,54.98,42.86,36
36089948,1578,"…. -  BD. 21 DECEMBRIE, CLUJ NAPOCA",19-Apr-2017,Valid,31.12.2023,MZB_Shadow Blend ,Marfa,KG,EUR,23.5,23.09,44
36089948,1578,"…. -  BD. 21 DECEMBRIE, CLUJ NAPOCA",19-Apr-2017,Valid,31.12.2023,SGF_200.002.017,Marfa,KG,EUR,28,23.47,45
37734073,2291,"…. - ND CHILL, SAT COZMENI, COZMENI",13-May-2022,Valid,12.05.2025,SGF_29P,Marfa,Cut,EUR,54.98,46.2,3
38951410,1873,"…. - RIE, STAN VIDRIGHIN, TIMISOARA",13-Jul-2018,Valid,19.07.2021,SGF_2V1_1990,Marfa,KG,EUR,21.32,14.9,112
39360587,2139,"…. - BIG FIVE, TEODOR RASCANU, IASI",27-Aug-2020,Valid,31.08.2023,SGF_254,Marfa,KG,EUR,33.87,27,3
35667334,1626,"…. - ES CAFFEE, KAFKA MARGIT, CAREI",13-Jun-2017,Valid,19.06.2020,SGF_200.002.017,Marfa,KG,EUR,29.12,25.21,383
13994556,257,"…. - -DUL LIVIU REBREANU, TIMISOARA",5-Dec-2009,Valid,01.11.2017,SGF_269_1100,Marfa,KG,EUR,35.12,26.19,93
13994556,258,"…. - -DUL LIVIU REBREANU, TIMISOARA",5-Dec-2009,Valid,01.11.2017,SGF_269_1100,Marfa,KG,EUR,35.12,26.19,93
36439482,1475,"…. - T DE LUCRU, CARPINIS, CARPINIS",5-Oct-2016,Valid,09.10.2019,SGF_29P,Marfa,Cut,EUR,54.98,41.3,8
6830607,2095,"…. - ENTRAL, ZRINYI MIJLOS, COVASNA",19-Mar-2020,Valid,19.03.2023,SGF_269_1100,Marfa,KG,EUR,33.87,27,4
34251368,1300,"…. -  BDUL MIHAI EMINESCU, BOTOSANI",7-Mar-2016,Valid,09.03.2019,SGF_29L,Marfa,Cut,EUR,20.29,0,1
34251368,1300,"…. -  BDUL MIHAI EMINESCU, BOTOSANI",7-Mar-2016,Valid,09.03.2019,SGF_29N,Marfa,Cut,EUR,20.29,0,1
34251368,1300,"…. -  BDUL MIHAI EMINESCU, BOTOSANI",7-Mar-2016,Valid,09.03.2019,SGF_29M,Marfa,Cut,EUR,20.29,0,1
34251368,1300,"…. -  BDUL MIHAI EMINESCU, BOTOSANI",7-Mar-2016,Valid,09.03.2019,SGF_254,Marfa,KG,EUR,33.87,21.37,709
31974549,1566,"…. - E FAGARAS, PRINCIPALA, FAGARAS",27-Mar-2017,Valid,09.03.2020,SGF_288,Marfa,KG,EUR,31.36,22.53,255
31974549,2039,"…. - E FAGARAS, PRINCIPALA, FAGARAS",17-Oct-2019,Valid,19.10.2022,BC_ES65ESPRESSA,Marfa,KG,EUR,31.36,26.85,12
31974549,2039,"…. - E FAGARAS, PRINCIPALA, FAGARAS",17-Oct-2019,Valid,19.10.2022,SGF_288,Marfa,KG,EUR,31.36,22.53,255
31974549,2309,"…. - E FAGARAS, PRINCIPALA, FAGARAS",3-Jun-2022,Draft,23.05.2025,SGF_2V1_1990,Marfa,KG,EUR,24.64,21.51,4
41966810,2383,"…. - U DE HUNEDOARA, MIERCUREA CIUC",26-Jan-2023,Draft,19.01.2026,SGF_269_1100,Marfa,KG,EUR,33.87,26.34,9
33673208,1168,"…. -  PETOFI SANDOR, MIERCUREA CIUC",1-Jul-2015,Valid,30.06.2018,JHN_10.08.0.0058_OBI,Obiecte inventar,BUC,EUR,180,209.24,1
33673208,1168,"…. -  PETOFI SANDOR, MIERCUREA CIUC",1-Jul-2015,Valid,30.06.2018,JHN_10.12.0.000_OBI,Obiecte inventar,BUC,EUR,339,463.49,1
33673208,1168,"…. -  PETOFI SANDOR, MIERCUREA CIUC",1-Jul-2015,Valid,30.06.2018,SGF_288,Marfa,KG,EUR,37.63,26.76,196
33673208,1168,"…. -  PETOFI SANDOR, MIERCUREA CIUC",1-Jul-2015,Valid,30.06.2018,JHN_10.07.0.0015_OBI,Obiecte inventar,BUC,EUR,341,329.5,1
33673208,1889,"…. -  PETOFI SANDOR, MIERCUREA CIUC",31-Aug-2018,Valid,31.08.2021,SGF_269_1100,Marfa,KG,EUR,33.87,26.77,97
31731515,2326,"…. - A, I.C. BRATIANU, PIATRA NEAMT",29-Jun-2022,Draft,30.06.2025,SGF_29P,Marfa,Cut,EUR,54.98,46.2,2
6306786,994,"…. - RACTORUL, 13 DECEMBRIE, BRASOV",28-Feb-2014,Valid,30.07.2017,SGF_29P,Marfa,Cut,EUR,54.98,41.07,27
6306786,995,"…. - RESTI, CALEA BUCURESTI, BRASOV",28-Feb-2014,Valid,28.02.2017,SGF_288,Marfa,KG,EUR,33.87,22.44,36
6306786,1016,"…. - I PATRIA, 15 NOIEMBRIE, BRASOV",28-Feb-2014,Valid,28.02.2017,SGF_288,Marfa,KG,EUR,33.87,22.4,130
6306786,1569,"…. - RACTORUL, 13 DECEMBRIE, BRASOV",30-Mar-2017,Valid,04.05.2022,SGF_29P,Marfa,Cut,EUR,65.06,41.07,27
38364513,1842,"…. - SURA, VASILE PARVAN, TIMISOARA",17-Apr-2018,Valid,19.04.2021,BC_ES65ESPRESSA,Marfa,KG,EUR,32.61,25.88,119
29353175,1179,"…. - TUDOR VLADIMIRESCU, CARANSEBES",8-Jul-2015,Valid,09.07.2018,SGF_2V1_1990,Marfa,KG,EUR,27.6,16.92,71
34700556,2106,"…. - ADT, NICOLAE TITULESCU, BRASOV",16-Jun-2020,Valid,19.06.2023,SGF_2V1_1990,Marfa,KG,EUR,30.11,24.01,93
40034541,2067,"…. - TRA, DOROBANTILOR, CLUJ NAPOCA",16-Jan-2020,Valid,19.01.2023,SGF_29N,Marfa,Cut,EUR,20.29,15.5,1
1090478,1565,"…. - -SEDIU CENTRAL, VULCAN, BRASOV",22-Mar-2017,Valid,19.03.2020,SGF_29N,Marfa,Cut,EUR,24.09,17.4,1
1090478,1565,"…. - -SEDIU CENTRAL, VULCAN, BRASOV",22-Mar-2017,Valid,19.03.2020,SGF_29M,Marfa,Cut,EUR,24.09,17.4,1
3704655,596,"…. - IE, STR. CLUJULUI , ALBA-IULIA",19-Jan-2012,Valid,20.12.2014,SGF_286_7515,Marfa,KG,EUR,25.76,21,70
36523191,1591,"…. - SRL - HAN, VAR, SOMES-GURUSLAU",26-Apr-2017,Valid,30.04.2020,SGF_286_7515,Marfa,KG,EUR,30.24,25.33,12
34798994,2381,"…. -  BULEVARDUL VICTORIEI, DOROHOI",5-Jan-2023,Valid,09.01.2026,SGF_269_1100,Marfa,KG,EUR,27,27,22
37089377,1548,"…. - SRL-ROTUNDA, ZIZINULUI, BRASOV",6-Mar-2017,Valid,09.03.2020,SGF_288,Marfa,KG,EUR,31.36,24,14
37089377,1548,"…. - SRL-ROTUNDA, ZIZINULUI, BRASOV",6-Mar-2017,Valid,09.03.2020,SGF_200.002.017,Marfa,KG,EUR,29.12,26,17
27370412,668,"…. - A, STR. MIHAI EMINESCU, LIPOVA",17-Aug-2012,Valid,01.08.2015,LSM_207716,"Echipamente tehnologice (masini, utilaje si instalatii de lucru)",BUC,EUR,"1,624.00","1,313.89",1
33431255,994,"…. - , -Aleea RAPSODIEI, CARANSEBES",28-Feb-2014,Valid,10.08.2017,SGF_288,Marfa,KG,EUR,32.61,23.99,39
33886427,1080,"…. - ONCINO SRL- D, ASTRILOR, GIROC",19-Dec-2014,Valid,20.01.2018,SGF_288,Marfa,KG,EUR,32.61,23.49,44
33886427,1735,"…. - ONCINO SRL- D, ASTRILOR, GIROC",2-Nov-2017,Valid,09.11.2020,SGF_29P,Marfa,Cut,EUR,54.98,39,3
19754358,1385,"…. - CENTRAL, CASTRUL ROMAN, GALATI",25-May-2016,Valid,30.05.2019,SGF_288,Marfa,KG,EUR,31.36,23.38,39
5542770,1777,"…. - S, INTRAREA STADIONULUI, RECAS",17-Jan-2018,Valid,19.01.2021,SGF_2V1_1990,Marfa,KG,EUR,21.32,16.45,152
17974888,1495,"…. -  LOUNGE, REPUBLICII, FALTICENI",3-Nov-2016,Valid,09.11.2019,SGF_288,Marfa,KG,EUR,32.61,23.44,30
17974888,1495.1,"…. -  - ZEN BAR, COTESTI, FALTICENI",4-Nov-2016,Valid,09.11.2019,SGF_288,Marfa,KG,EUR,32.61,25,21
